Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,5098.5,5158.0498046875,5098.5,5153.5498046875,5153.5498046875,2432500
2010-01-05,5188.5498046875,5211.35009765625,5182.10009765625,5203.7998046875,5203.7998046875,3755200
2010-01-06,5221.64990234375,5228.25,5191.10009765625,5214.0,5214.0,3292300
2010-01-07,5213.4501953125,5229.5,5175.9501953125,5191.7001953125,5191.7001953125,2849900
2010-01-08,5193.4501953125,5206.5,5165.85009765625,5175.75,5175.75,3145000
2010-01-11,5182.64990234375,5217.0,5175.0498046875,5186.0,5186.0,3260200
2010-01-12,5198.4501953125,5210.60009765625,5135.85009765625,5145.10009765625,5145.10009765625,3087600
2010-01-13,5111.75,5172.9501953125,5106.25,5169.10009765625,5169.10009765625,2863900
2010-01-14,5188.39990234375,5210.89990234375,5184.0498046875,5198.10009765625,5198.10009765625,2665800
2010-01-15,5215.9501953125,5215.9501953125,5181.7001953125,5189.60009765625,5189.60009765625,2518900
2010-01-18,5179.60009765625,5228.39990234375,5171.25,5212.35009765625,5212.35009765625,2300200
2010-01-19,5217.25,5223.75,5156.7998046875,5163.64990234375,5163.64990234375,2118800
2010-01-20,5183.9501953125,5196.10009765625,5138.39990234375,5159.7998046875,5159.7998046875,2415300
2010-01-21,5141.14990234375,5148.7998046875,5025.10009765625,5033.2998046875,5033.2998046875,2600400
2010-01-22,5011.64990234375,5015.89990234375,4892.7998046875,4978.60009765625,4978.60009765625,3619500
2010-01-25,4963.89990234375,4968.64990234375,4923.2998046875,4941.14990234375,4941.14990234375,2189100
2010-01-27,4897.7001953125,4907.60009765625,4766.85009765625,4784.39990234375,4784.39990234375,3701900
2010-01-28,4825.25,4862.85009765625,4763.35009765625,4804.14990234375,4804.14990234375,4126700
2010-01-29,4762.7998046875,4833.39990234375,4702.35009765625,4822.64990234375,4822.64990234375,4017100
2010-02-01,4793.4501953125,4867.89990234375,4774.2998046875,4850.0498046875,4850.0498046875,3071400
2010-02-02,4883.4501953125,4899.10009765625,4770.39990234375,4783.85009765625,4783.85009765625,3301700
2010-02-03,4798.5,4899.14990234375,4798.5,4884.60009765625,4884.60009765625,2577000
2010-02-04,4871.75,4873.64990234375,4787.0498046875,4797.85009765625,4797.85009765625,2550000
2010-02-05,4723.0498046875,4723.0498046875,4646.7998046875,4674.85009765625,4674.85009765625,3500700
2010-02-08,4723.0498046875,4757.4501953125,4640.2998046875,4720.64990234375,4720.64990234375,2971000
2010-02-09,4717.89990234375,4765.75,4700.0498046875,4750.39990234375,4750.39990234375,2408500
2010-02-10,4766.7001953125,4782.85009765625,4710.35009765625,4719.2998046875,4719.2998046875,2580700
2010-02-11,4738.64990234375,4798.5498046875,4738.64990234375,4782.64990234375,4782.64990234375,1961000
2010-02-15,4801.5,4801.5,4744.4501953125,4759.25,4759.25,1985500
2010-02-16,4772.2001953125,4830.7998046875,4747.35009765625,4809.89990234375,4809.89990234375,2003600
2010-02-17,4843.75,4882.85009765625,4840.5,4866.4501953125,4866.4501953125,2374800
2010-02-18,4869.64990234375,4869.64990234375,4825.89990234375,4838.4501953125,4838.4501953125,2552900
2010-02-19,4799.14990234375,4824.75,4757.14990234375,4794.0,4794.0,2629000
2010-02-22,4842.5,4857.2998046875,4789.0,4798.4501953125,4798.4501953125,1997300
2010-02-23,4788.7998046875,4825.10009765625,4777.75,4808.2001953125,4808.2001953125,1860700
2010-02-24,4779.35009765625,4817.7001953125,4778.35009765625,4799.35009765625,4799.35009765625,1940300
2010-02-25,4810.64990234375,4818.85009765625,4779.25,4798.85009765625,4798.85009765625,2712700
2010-02-26,4806.4501953125,4928.2001953125,4803.0,4864.7998046875,4864.7998046875,4845000
2010-03-02,4908.39990234375,4969.7001953125,4908.39990234375,4959.25,4959.25,3261200
2010-03-03,4974.7001953125,5037.89990234375,4974.7001953125,5033.39990234375,5033.39990234375,2748400
2010-03-04,5038.2998046875,5040.7998046875,5005.0,5035.0,5035.0,3056700
2010-03-05,5044.89990234375,5073.0498046875,5027.5498046875,5046.60009765625,5046.60009765625,3096700
2010-03-08,5071.75,5102.5498046875,5065.0,5078.7998046875,5078.7998046875,2561500
2010-03-09,5081.5498046875,5083.10009765625,5045.25,5052.10009765625,5052.10009765625,2193700
2010-03-10,5049.9501953125,5084.2001953125,5039.85009765625,5060.7001953125,5060.7001953125,2289300
2010-03-11,5056.60009765625,5086.10009765625,5045.75,5071.2998046875,5071.2998046875,2185100
2010-03-12,5085.7998046875,5094.7001953125,5060.0,5074.60009765625,5074.60009765625,2076400
2010-03-15,5076.64990234375,5076.64990234375,5037.60009765625,5063.0,5063.0,1893700
2010-03-16,5072.5,5133.5498046875,5059.75,5125.2001953125,5125.2001953125,1842900
2010-03-17,5147.2998046875,5185.75,5146.85009765625,5155.89990234375,5155.89990234375,2406200
2010-03-18,5163.39990234375,5177.7998046875,5140.35009765625,5168.9501953125,5168.9501953125,2296200
2010-03-19,5181.14990234375,5191.60009765625,5163.0,5186.5498046875,5186.5498046875,1955300
2010-03-22,5161.10009765625,5175.89990234375,5118.9501953125,5131.39990234375,5131.39990234375,1985700
2010-03-23,5144.7001953125,5168.64990234375,5122.39990234375,5151.0,5151.0,2132200
2010-03-25,5145.10009765625,5187.25,5129.89990234375,5181.89990234375,5181.89990234375,3103000
2010-03-26,5185.10009765625,5217.5498046875,5185.10009765625,5209.0,5209.0,2268200
2010-03-29,5216.2998046875,5251.64990234375,5211.0498046875,5229.5498046875,5229.5498046875,2021500
2010-03-30,5240.14990234375,5251.25,5189.14990234375,5197.85009765625,5197.85009765625,2031800
2010-03-31,5214.7001953125,5228.25,5175.35009765625,5188.0498046875,5188.0498046875,2146600
2010-04-01,5198.7998046875,5234.14990234375,5198.7998046875,5226.7001953125,5226.7001953125,1930600
2010-04-05,5250.7998046875,5308.7001953125,5250.7998046875,5304.4501953125,5304.4501953125,1937600
2010-04-06,5320.4501953125,5320.4501953125,5289.89990234375,5304.10009765625,5304.10009765625,2340400
2010-04-07,5320.9501953125,5340.14990234375,5286.60009765625,5314.25,5314.25,2457000
2010-04-08,5308.7998046875,5313.25,5240.10009765625,5252.5,5252.5,2409600
2010-04-09,5259.89990234375,5316.5,5259.89990234375,5300.89990234375,5300.89990234375,2269100
2010-04-12,5314.35009765625,5316.5498046875,5263.4501953125,5276.7001953125,5276.7001953125,1957200
2010-04-13,5286.35009765625,5286.35009765625,5246.2001953125,5262.85009765625,5262.85009765625,1830600
2010-04-15,5267.0,5309.0498046875,5211.10009765625,5218.25,5218.25,2621100
2010-04-16,5213.2998046875,5222.2998046875,5182.2998046875,5206.14990234375,5206.14990234375,2106400
2010-04-19,5172.89990234375,5172.89990234375,5107.0,5148.0498046875,5148.0498046875,2220900
2010-04-20,5172.5498046875,5204.5,5159.75,5179.2998046875,5179.2998046875,2663700
2010-04-21,5202.7998046875,5219.64990234375,5186.25,5198.2001953125,5198.2001953125,2597400
2010-04-22,5195.7998046875,5275.89990234375,5176.64990234375,5220.4501953125,5220.4501953125,2491900
2010-04-23,5232.7998046875,5258.10009765625,5224.2001953125,5250.2001953125,5250.2001953125,2145000
2010-04-26,5272.5498046875,5286.0498046875,5261.2001953125,5267.5498046875,5267.5498046875,1874300
2010-04-27,5263.0,5278.10009765625,5247.9501953125,5252.85009765625,5252.85009765625,2115600
2010-04-28,5207.39990234375,5218.89990234375,5152.89990234375,5166.2001953125,5166.2001953125,3052000
2010-04-29,5174.5,5211.0,5174.5,5203.4501953125,5203.4501953125,2951300
2010-04-30,5218.60009765625,5246.7998046875,5218.60009765625,5235.7998046875,5235.7998046875,3158500
2010-05-03,5205.14990234375,5212.7998046875,5175.14990234375,5188.4501953125,5188.4501953125,2251900
2010-05-04,5210.0,5214.85009765625,5099.2001953125,5111.0498046875,5111.0498046875,2929800
2010-05-05,5044.4501953125,5113.5498046875,5018.9501953125,5100.60009765625,5100.60009765625,3432300
2010-05-06,5100.14990234375,5100.14990234375,5014.2001953125,5067.64990234375,5067.64990234375,3086800
2010-05-07,4999.25,5015.39990234375,4951.7998046875,4985.75,4985.75,5761800
2010-05-10,5044.2998046875,5160.60009765625,5044.2998046875,5151.39990234375,5151.39990234375,3583300
2010-05-11,5162.0,5162.0,5086.2001953125,5094.5,5094.5,3055200
2010-05-12,5107.2001953125,5130.4501953125,5058.0,5120.5498046875,5120.5498046875,3049000
2010-05-13,5148.14990234375,5180.5,5137.2001953125,5150.14990234375,5150.14990234375,2892000
2010-05-14,5140.7001953125,5162.7001953125,5048.10009765625,5068.14990234375,5068.14990234375,2349600
2010-05-17,5027.5,5052.75,4945.85009765625,5040.7001953125,5040.7001953125,2577600
2010-05-18,5045.89990234375,5083.5,5009.7998046875,5044.5,5044.5,2134600
2010-05-19,5016.7001953125,5016.7001953125,4891.89990234375,4901.10009765625,4901.10009765625,3078700
2010-05-20,4942.2001953125,4957.64990234375,4903.85009765625,4926.14990234375,4926.14990234375,2801500
2010-05-21,4882.9501953125,4914.7001953125,4822.0,4903.5,4903.5,3292300
2010-05-24,4978.2001953125,4998.10009765625,4897.14990234375,4913.4501953125,4913.4501953125,3209000
2010-05-25,4872.75,4872.75,4757.2001953125,4775.10009765625,4775.10009765625,2935900
2010-05-26,4801.7998046875,4886.7001953125,4801.7998046875,4880.5,4880.5,3166100
2010-05-27,4881.5498046875,4970.7998046875,4860.35009765625,4959.7998046875,4959.7998046875,3655100
2010-05-28,4986.89990234375,5037.35009765625,4980.25,5029.4501953125,5029.4501953125,2853700
2010-05-31,5041.85009765625,5066.5,5006.89990234375,5056.60009765625,5056.60009765625,2895100
2010-06-01,5045.85009765625,5045.9501953125,4937.85009765625,4945.5,4945.5,2856600
2010-06-02,4953.2998046875,5005.10009765625,4943.25,4994.2998046875,4994.2998046875,3093800
2010-06-03,5050.7998046875,5095.85009765625,5050.7998046875,5082.39990234375,5082.39990234375,2841100
2010-06-04,5088.10009765625,5115.60009765625,5066.25,5105.10009765625,5105.10009765625,2578400
2010-06-07,4994.35009765625,5019.35009765625,4976.4501953125,5008.35009765625,5008.35009765625,2394100
2010-06-08,5007.64990234375,5045.7001953125,4944.25,4963.4501953125,4963.4501953125,2534200
2010-06-09,4967.0,5027.7001953125,4961.14990234375,4982.5,4982.5,2672900
2010-06-10,4991.60009765625,5063.75,4991.60009765625,5058.39990234375,5058.39990234375,2656200
2010-06-11,5100.75,5111.4501953125,5072.5,5091.10009765625,5091.10009765625,2748800
2010-06-14,5111.64990234375,5163.2001953125,5109.7001953125,5160.5498046875,5160.5498046875,2815700
2010-06-15,5161.85009765625,5194.10009765625,5137.75,5185.5498046875,5185.5498046875,4441600
2010-06-16,5210.14990234375,5215.39990234375,5180.0,5197.2998046875,5197.2998046875,3812500
2010-06-17,5205.2998046875,5243.14990234375,5171.7001953125,5233.4501953125,5233.4501953125,3128200
2010-06-18,5238.14990234375,5260.25,5202.25,5218.4501953125,5218.4501953125,3775700
2010-06-21,5248.2001953125,5319.2001953125,5248.2001953125,5307.5498046875,5307.5498046875,3021100
2010-06-22,5303.64990234375,5304.25,5267.35009765625,5272.2001953125,5272.2001953125,2797400
2010-06-23,5248.0498046875,5291.14990234375,5247.7001953125,5282.5,5282.5,2287600
2010-06-24,5282.85009765625,5306.60009765625,5247.4501953125,5281.9501953125,5281.9501953125,3470200
2010-06-25,5265.0498046875,5278.39990234375,5227.60009765625,5236.0,5236.0,3117900
2010-06-28,5250.7001953125,5306.7001953125,5250.7001953125,5301.4501953125,5301.4501953125,2487000
2010-06-29,5295.4501953125,5295.4501953125,5212.10009765625,5230.89990234375,5230.89990234375,2620400
2010-06-30,5195.60009765625,5288.35009765625,5187.2998046875,5281.5498046875,5281.5498046875,3234100
2010-07-01,5249.25,5249.25,5208.5498046875,5228.14990234375,5228.14990234375,2507900
2010-07-02,5237.60009765625,5254.2001953125,5202.85009765625,5213.89990234375,5213.89990234375,2788300
2010-07-05,5210.7998046875,5229.2998046875,5203.4501953125,5212.35009765625,5212.35009765625,2060600
2010-07-06,5214.35009765625,5269.75,5212.2998046875,5262.35009765625,5262.35009765625,2059300
2010-07-07,5264.64990234375,5264.64990234375,5211.85009765625,5219.2998046875,5219.2998046875,2248300
2010-07-08,5255.5498046875,5294.0,5255.5498046875,5272.2001953125,5272.2001953125,2130400
2010-07-09,5295.7998046875,5326.89990234375,5295.7998046875,5322.14990234375,5322.14990234375,2971800
